Genus,Species,Genus Specis,Common Name,Compound Name,Reference (Nature format)
Coronilla,(3 species),Coronilla (3 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Coronilla,amerus,Coronilla amerus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Coronilla,coronata,Coronilla coronata,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Coronilla,emerus,Coronilla emerus,,Canavanine,"Bell, E. A. Canavanine and related compounds in Leguminosae. Biochem J 70, 617-619 (1958). https://doi.org/10.1042/bj0700617"
Coronilla,vaginalis,Coronilla vaginalis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Coronilla,valentina,Coronilla valentina,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Coronilla,varia,Coronilla varia,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Coursetia,(1 species),Coursetia (1 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Coursetia,arborea,Coursetia arborea,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Coursetia,axillaris,Coursetia axillaris,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Coursetia,axillaris,Coursetia axillaris,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Coursetia,brachyrhachis,Coursetia brachyrhachis,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Coursetia,dubia,Coursetia dubia,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Coursetia,fruticosa,Coursetia fruticosa,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Coursetia,glandulosa,Coursetia glandulosa,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Coursetia,guatemalensis,Coursetia guatemalensis,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Coursetia,hintonii,Coursetia hintonii,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Coursetia,mollis,Coursetia mollis,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Coursetia,planipetiolata,Coursetia planipetiolata,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Coursetia,polyphylla,Coursetia polyphylla,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Coursetia,seleri,Coursetia seleri,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Craca,bicolor,Craca bicolor,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Craca,caribaea,Craca caribaea,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Craca,chiapensis,Craca chiapensis,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Craca,edwardsii,Craca edwardsii,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Craca,fruticosa,Craca fruticosa,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Craca,glabella,Craca glabella,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Craca,glandulosa,Craca glandulosa,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Craca,sericea,Craca sericea,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Craca,trifoliolata,Craca trifoliolata,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Cyamopsis,tetragonoloba,Cyamopsis tetragonoloba,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Cymbosama,roseum,Cymbosama roseum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,blandum,Desmodium blandum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,canadense,Desmodium canadense,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,caudatum,Desmodium caudatum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,elegans,Desmodium elegans,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,gltinosum,Desmodium gltinosum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,haterocarpum,Desmodium haterocarpum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,intortum,Desmodium intortum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,motorium,Desmodium motorium,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,podocarpum,Desmodium podocarpum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,pulchallum,Desmodium pulchallum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,rensonii,Desmodium rensonii,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,tortuosum,Desmodium tortuosum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Desmodium,uncinatum,Desmodium uncinatum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dillwynia, juniperina ,Dillwynia  juniperina ,,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Dillwynia,ericifolla ,Dillwynia ericifolla ,,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Dillwynia,ericifolla ,Dillwynia ericifolla ,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dillwynia,glaberrima,Dillwynia glaberrima,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dillwynia,juniperina,Dillwynia juniperina,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dillwynia, sericea ,Dillwynia  sericea ,,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Dillwynia, sericea ,Dillwynia  sericea ,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dioclea,guianensis,Dioclea guianensis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dioclea,megacarpa,Dioclea megacarpa,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dioclea,No. 11722,Dioclea No. 11722,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dioclea,No. 9068,Dioclea No. 9068,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dioclea,paraguayensis,Dioclea paraguayensis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dioclea,vigata,Dioclea vigata,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dioclea,wilsonii,Dioclea wilsonii,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dismodium,(5 species),Dismodium (5 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Dorycnium,hirsutum,Dorycnium hirsutum,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Dorynium,erectum,Dorynium erectum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dorynium,hirsutum,Dorynium hirsutum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dorynium,pentaphyllum,Dorynium pentaphyllum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Dorynium,rectum,Dorynium rectum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Eutaxia,microphylla,Eutaxia microphylla,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Galactia,(1 species),Galactia (1 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Galactia,argentina,Galactia argentina,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Galactia,canescens,Galactia canescens,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Galactia,jussiaeana,Galactia jussiaeana,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Galactia,magaolophylla,Galactia magaolophylla,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Galactia,manti,Galactia manti,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Galactia,muellari,Galactia muellari,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Galactia,Stneophylla,Galactia Stneophylla,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Galactia,striata,Galactia striata,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Galactia,tenuiflora,Galactia tenuiflora,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Galega,(1 species),Galega (1 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Galega,officinalis,Galega officinalis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
